States/UTs,Crime Head,18-30,30-45,45-60,60+,Total
Tamil Nadu,5.1.1 - Gang Rape,0,0,0,0,0
Tamil Nadu,5.1.2 - Other Rape,0,0,0,0,0
Tamil Nadu,5.2 - Rape other than Custodial,432,258,62,0,752
Tamil Nadu,5.2.1 - Gang Rape,6,0,0,0,6
Tamil Nadu,5.2.2 - Other Rape,426,258,62,0,746
Tamil Nadu,6 - Attempt to commit Rape (Section 376/511 IPC),14,3,1,0,18
Tamil Nadu,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",971,772,214,2,1959
Tamil Nadu,7.1 - Kidnapping & Abduction (Section 363 IPC),164,161,37,0,362
Tamil Nadu,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Tamil Nadu,7.3 - Kidnapping for Ransom (Section 364A IPC),6,9,0,0,15
Tamil Nadu,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),565,411,135,2,1113
Tamil Nadu,7.5 - Other Kidnapping,236,191,42,0,469
Tamil Nadu,"8 - Dacoity (Section 395,396-398 IPC)",268,186,24,1,479
Tamil Nadu,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Tamil Nadu,8.2 - Other Dacoity,268,186,24,1,479
Tamil Nadu,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),157,131,23,0,311
Tamil Nadu,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",1258,833,239,4,2334
Tamil Nadu,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),3820,2585,895,37,7337
Tamil Nadu,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2028,1416,557,12,4013
Tamil Nadu,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",1792,1169,338,25,3324
Tamil Nadu,12 - Theft (Section 379 to 382 IPC),10660,6040,1946,56,18702
Tamil Nadu,12.1 - Auto Theft,3744,1963,654,4,6365
Tamil Nadu,12.2 - Other Thefts,6916,4077,1292,52,12337
Tamil Nadu,"13 - Unlawful Assembly (Section 143,144 & 145)",4939,4449,1142,129,10659
Tamil Nadu,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",5169,4383,1862,169,11583
Tamil Nadu,14.1 - Communal,201,266,79,0,546
Tamil Nadu,14.2 - Industrial,0,0,0,0,0
Tamil Nadu,14.3 - Political,15,25,15,0,55
Tamil Nadu,14.4 - Caste Conflict,302,372,112,4,790
Tamil Nadu,14.4.1 - SC/STs Vs. Non-SCs/STs,121,100,12,0,233
Tamil Nadu,14.4.2 - Other Caste Riots,181,272,100,4,557
Tamil Nadu,14.5 - Agrarian,0,0,0,0,0
Tamil Nadu,14.6 - Students,66,0,0,0,66
Tamil Nadu,14.7 - Sectarian,18,14,3,0,35
Tamil Nadu,14.8 - Other Riots,4567,3706,1653,165,10091
Tamil Nadu,15 - Criminal Breach of Trust (Section 406 to 409 IPC),62,206,61,3,332
Tamil Nadu,16 - Cheating (Section 420 IPC),1203,2489,1182,91,4965
Tamil Nadu,"17 - Forgery (Section 465, 468 & 471 IPC)",49,103,47,0,199
Tamil Nadu,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",64,118,18,2,202
Tamil Nadu,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Tamil Nadu,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Tamil Nadu,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),64,118,18,2,202
Tamil Nadu,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),9,43,11,1,64
Tamil Nadu,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),53,65,3,0,121
Tamil Nadu,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2,10,4,1,17
Tamil Nadu,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Tamil Nadu,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Tamil Nadu,19 - Arson (Section 435-436 & 438 IPC),231,440,120,4,795
Tamil Nadu,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",1180,1284,1002,55,3521
Tamil Nadu,20.1 - Grievous Hurt (Section 325 & 326 IPC),1176,1280,1002,54,3512
Tamil Nadu,20.2 - Acid attack (Section 326A IPC),4,4,0,1,9
Tamil Nadu,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Tamil Nadu,21 - Dowry Deaths (Section 304-B IPC),117,137,36,2,292
Tamil Nadu,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),712,544,332,28,1616
Tamil Nadu,22.1 - Sexual Harassment (Section 354A IPC),37,19,2,0,58
Tamil Nadu,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),44,1,30,22,97
Tamil Nadu,22.3 - Voyeurism (Section 354C IPC),1,0,0,0,1
Tamil Nadu,22.4 - Stalking (Section 354D IPC),0,1,0,0,1
Tamil Nadu,22.5 - Others,630,523,300,6,1459
Tamil Nadu,23 - Insult to the Modesty of Women (Section 509 IPC),312,107,0,0,419
Tamil Nadu,23.1 - At Office premises,0,2,0,0,2
Tamil Nadu,23.2 - Places related to work other than Office,253,52,0,0,305
Tamil Nadu,23.3 - In Public Transport system,0,0,0,0,0
Tamil Nadu,23.4 - in Other Places,59,53,0,0,112
Tamil Nadu,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),996,1547,644,103,3290
Tamil Nadu,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Tamil Nadu,26 - Causing Death by Negligence (Section 304-A IPC),6272,6862,2624,248,16006
Tamil Nadu,26.1 - Deaths due to negligent driving/act,6174,6754,2605,248,15781
Tamil Nadu,26.2 - Deaths due to Other Causes,98,108,19,0,225
Tamil Nadu,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Tamil Nadu,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Tamil Nadu,27.2 - Other offences against State,0,0,0,0,0
Tamil Nadu,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),8,14,4,0,26
Tamil Nadu,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),8,14,4,0,26
Tamil Nadu,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Tamil Nadu,29 - Extortion (Section 384 - 389 IPC),331,358,49,0,738
Tamil Nadu,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,1,0,0,1
Tamil Nadu,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),22254,20085,8427,561,51327
Tamil Nadu,32 - Human Trafficking (Section 370 & 370A IPC),0,0,0,0,0
Tamil Nadu,33 - Unnatural Offences U/s 377 IPC,5,1,0,0,6
Tamil Nadu,34 - Other IPC crimes,41603,45981,21938,2675,112197
Tamil Nadu,35 - Total Cognizable IPC crimes,106947,104459,44872,4349,260627
Telangana,1 - Murder (Section 302 IPC),834,992,476,65,2367
Telangana,2 - Attempt to commit Murder (Section 307 IPC),690,787,424,120,2021
Telangana,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),59,133,80,18,290
Telangana,4 - Attempt to commit Culpable Homicide (Section 308 IPC),1,0,0,0,1
Telangana,5 - Rape (Section 376 IPC),583,383,181,34,1181
Telangana,5.1 - Custodial Rape,0,0,0,0,0
Telangana,5.1.1 - Gang Rape,0,0,0,0,0
Telangana,5.1.2 - Other Rape,0,0,0,0,0
Telangana,5.2 - Rape other than Custodial,583,383,181,34,1181
Telangana,5.2.1 - Gang Rape,15,27,0,0,42
Telangana,5.2.2 - Other Rape,568,356,181,34,1139
Telangana,6 - Attempt to commit Rape (Section 376/511 IPC),23,33,18,0,74
Telangana,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",811,685,206,30,1732
Telangana,7.1 - Kidnapping & Abduction (Section 363 IPC),169,215,19,1,404
Telangana,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),30,12,3,2,47
Telangana,7.3 - Kidnapping for Ransom (Section 364A IPC),14,7,2,0,23
Telangana,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),303,220,119,25,667
Telangana,7.5 - Other Kidnapping,295,231,63,2,591
Telangana,"8 - Dacoity (Section 395,396-398 IPC)",173,169,25,5,372
Telangana,8.1 - Dacoity with Murder (Section 396 IPC),0,6,0,0,6
Telangana,8.2 - Other Dacoity,173,163,25,5,366
Telangana,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),0,3,0,0,3
Telangana,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",237,293,154,1,685
Telangana,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2988,2889,717,28,6622
Telangana,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",1873,1622,484,2,3981
Telangana,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",1115,1267,233,26,2641
Telangana,12 - Theft (Section 379 to 382 IPC),8584,6181,1439,197,16401
Telangana,12.1 - Auto Theft,2382,1558,410,7,4357
Telangana,12.2 - Other Thefts,6202,4623,1029,190,12044
Telangana,"13 - Unlawful Assembly (Section 143,144 & 145)",21,49,4,0,74
Telangana,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",1510,1803,938,165,4416
Telangana,14.1 - Communal,54,28,0,0,82
Telangana,14.2 - Industrial,2,7,0,0,9
Telangana,14.3 - Political,113,92,37,0,242
Telangana,14.4 - Caste Conflict,19,12,1,0,32
Telangana,14.4.1 - SC/STs Vs. Non-SCs/STs,2,9,1,0,12
Telangana,14.4.2 - Other Caste Riots,17,3,0,0,20
Telangana,14.5 - Agrarian,0,0,0,0,0
Telangana,14.6 - Students,11,13,3,0,27
Telangana,14.7 - Sectarian,0,0,0,0,0
Telangana,14.8 - Other Riots,1311,1651,897,165,4024
Telangana,15 - Criminal Breach of Trust (Section 406 to 409 IPC),273,576,223,18,1090
Telangana,16 - Cheating (Section 420 IPC),2180,5176,1244,273,8873
Telangana,"17 - Forgery (Section 465, 468 & 471 IPC)",43,101,36,0,180
Telangana,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",12,57,18,0,87
Telangana,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Telangana,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Telangana,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),12,57,18,0,87
Telangana,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),7,30,12,0,49
Telangana,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),3,25,6,0,34
Telangana,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,2,0,0,2
Telangana,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2,0,0,0,2
Telangana,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Telangana,19 - Arson (Section 435-436 & 438 IPC),173,283,103,29,588
Telangana,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",632,1026,908,120,2686
Telangana,20.1 - Grievous Hurt (Section 325 & 326 IPC),632,1026,908,120,2686
Telangana,20.2 - Acid attack (Section 326A IPC),0,0,0,0,0
Telangana,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Telangana,21 - Dowry Deaths (Section 304-B IPC),221,286,166,46,719
Telangana,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1922,1625,413,46,4006
Telangana,22.1 - Sexual Harassment (Section 354A IPC),344,290,84,13,731
Telangana,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),86,83,9,3,181
Telangana,22.3 - Voyeurism (Section 354C IPC),26,11,3,0,40
Telangana,22.4 - Stalking (Section 354D IPC),170,207,33,4,414
Telangana,22.5 - Others,1296,1034,284,26,2640
Telangana,23 - Insult to the Modesty of Women (Section 509 IPC),807,380,69,5,1261
Telangana,23.1 - At Office premises,0,0,3,0,3
Telangana,23.2 - Places related to work other than Office,19,19,2,0,40
Telangana,23.3 - In Public Transport system,3,1,0,0,4
Telangana,23.4 - in Other Places,785,360,64,5,1214
Telangana,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),3117,4286,1914,287,9604
Telangana,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Telangana,26 - Causing Death by Negligence (Section 304-A IPC),2951,3267,1896,274,8388
Telangana,26.1 - Deaths due to negligent driving/act,2912,3196,1882,274,8264
Telangana,26.2 - Deaths due to Other Causes,39,71,14,0,124
Telangana,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Telangana,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Telangana,27.2 - Other offences against State,0,0,0,0,0
Telangana,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),11,2,0,0,13
Telangana,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),11,2,0,0,13
Telangana,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Telangana,29 - Extortion (Section 384 - 389 IPC),99,119,24,5,247
Telangana,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Telangana,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),7535,7095,2240,176,17046
Telangana,32 - Human Trafficking (Section 370 & 370A IPC),10,37,13,0,60
Telangana,33 - Unnatural Offences U/s 377 IPC,5,5,0,0,10
Telangana,34 - Other IPC crimes,16862,22147,12102,2303,53414
Telangana,35 - Total Cognizable IPC crimes,53367,60868,26031,4245,144511
Tripura,1 - Murder (Section 302 IPC),102,65,27,0,194
Tripura,2 - Attempt to commit Murder (Section 307 IPC),54,55,28,1,138
Tripura,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2,2,0,0,4
Tripura,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
Tripura,5 - Rape (Section 376 IPC),130,64,38,0,232
Tripura,5.1 - Custodial Rape,0,0,0,0,0
Tripura,5.1.1 - Gang Rape,0,0,0,0,0
Tripura,5.1.2 - Other Rape,0,0,0,0,0
Tripura,5.2 - Rape other than Custodial,130,64,38,0,232
Tripura,5.2.1 - Gang Rape,28,4,0,0,32
Tripura,5.2.2 - Other Rape,102,60,38,0,200
Tripura,6 - Attempt to commit Rape (Section 376/511 IPC),19,12,4,0,35
Tripura,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",98,30,3,0,131
Tripura,7.1 - Kidnapping & Abduction (Section 363 IPC),1,0,0,0,1
Tripura,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),6,2,0,0,8
Tripura,7.3 - Kidnapping for Ransom (Section 364A IPC),0,1,0,0,1
Tripura,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),66,17,1,0,84
Tripura,7.5 - Other Kidnapping,25,10,2,0,37
Tripura,"8 - Dacoity (Section 395,396-398 IPC)",1,0,0,0,1
Tripura,8.1 - Dacoity with Murder (Section 396 IPC),1,0,0,0,1
Tripura,8.2 - Other Dacoity,0,0,0,0,0
Tripura,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),10,2,2,0,14
Tripura,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",35,11,5,0,51
Tripura,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),105,51,13,0,169
Tripura,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",77,37,9,0,123
Tripura,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",28,14,4,0,46
Tripura,12 - Theft (Section 379 to 382 IPC),135,75,33,1,244
Tripura,12.1 - Auto Theft,13,15,6,0,34
Tripura,12.2 - Other Thefts,122,60,27,1,210
Tripura,"13 - Unlawful Assembly (Section 143,144 & 145)",0,2,2,0,4
Tripura,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",146,101,36,4,287
Tripura,14.1 - Communal,0,0,0,0,0
Tripura,14.2 - Industrial,0,0,0,0,0
Tripura,14.3 - Political,30,20,8,2,60
Tripura,14.4 - Caste Conflict,0,0,0,0,0
Tripura,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Tripura,14.4.2 - Other Caste Riots,0,0,0,0,0
Tripura,14.5 - Agrarian,0,0,0,0,0
Tripura,14.6 - Students,0,0,0,0,0
Tripura,14.7 - Sectarian,0,0,0,0,0
Tripura,14.8 - Other Riots,116,81,28,2,227
Tripura,15 - Criminal Breach of Trust (Section 406 to 409 IPC),13,27,8,0,48
Tripura,16 - Cheating (Section 420 IPC),25,17,6,0,48
Tripura,"17 - Forgery (Section 465, 468 & 471 IPC)",12,9,6,0,27
Tripura,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",5,4,0,0,9
Tripura,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Tripura,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Tripura,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),5,4,0,0,9
Tripura,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),0,0,0,0,0
Tripura,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),5,1,0,0,6
Tripura,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,3,0,0,3
Tripura,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Tripura,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Tripura,19 - Arson (Section 435-436 & 438 IPC),21,12,8,1,42
Tripura,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",886,695,224,7,1812
Tripura,20.1 - Grievous Hurt (Section 325 & 326 IPC),884,693,224,7,1808
Tripura,20.2 - Acid attack (Section 326A IPC),2,2,0,0,4
Tripura,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Tripura,21 - Dowry Deaths (Section 304-B IPC),39,43,12,0,94
Tripura,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),217,171,43,1,432
Tripura,22.1 - Sexual Harassment (Section 354A IPC),38,33,4,0,75
Tripura,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),70,56,19,1,146
Tripura,22.3 - Voyeurism (Section 354C IPC),0,0,0,0,0
Tripura,22.4 - Stalking (Section 354D IPC),0,1,1,0,2
Tripura,22.5 - Others,109,81,19,0,209
Tripura,23 - Insult to the Modesty of Women (Section 509 IPC),7,1,0,0,8
Tripura,23.1 - At Office premises,0,0,0,0,0
Tripura,23.2 - Places related to work other than Office,0,0,0,0,0
Tripura,23.3 - In Public Transport system,0,0,0,0,0
Tripura,23.4 - in Other Places,7,1,0,0,8
Tripura,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),514,400,192,10,1116
Tripura,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Tripura,26 - Causing Death by Negligence (Section 304-A IPC),86,47,16,0,149
Tripura,26.1 - Deaths due to negligent driving/act,86,46,16,0,148
Tripura,26.2 - Deaths due to Other Causes,0,1,0,0,1
Tripura,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",1,0,0,0,1
Tripura,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Tripura,27.2 - Other offences against State,1,0,0,0,1
Tripura,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
Tripura,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
Tripura,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Tripura,29 - Extortion (Section 384 - 389 IPC),8,1,0,0,9
Tripura,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Tripura,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),264,180,55,0,499
Tripura,32 - Human Trafficking (Section 370 & 370A IPC),0,0,0,0,0
Tripura,33 - Unnatural Offences U/s 377 IPC,3,0,0,0,3
Tripura,34 - Other IPC crimes,349,239,128,6,722
Tripura,35 - Total Cognizable IPC crimes,3287,2316,889,31,6523
Uttar Pradesh,1 - Murder (Section 302 IPC),7558,5216,1782,72,14628
Uttar Pradesh,2 - Attempt to commit Murder (Section 307 IPC),7607,4830,1850,26,14313
Uttar Pradesh,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),1895,1368,449,14,3726
Uttar Pradesh,4 - Attempt to commit Culpable Homicide (Section 308 IPC),673,383,130,1,1187
Uttar Pradesh,5 - Rape (Section 376 IPC),4152,1706,252,5,6115
Uttar Pradesh,5.1 - Custodial Rape,149,116,12,0,277
Uttar Pradesh,5.1.1 - Gang Rape,1,12,0,0,13
Uttar Pradesh,5.1.2 - Other Rape,148,104,12,0,264
Uttar Pradesh,5.2 - Rape other than Custodial,4003,1590,240,5,5838
Uttar Pradesh,5.2.1 - Gang Rape,1149,415,21,0,1585
Uttar Pradesh,5.2.2 - Other Rape,2854,1175,219,5,4253
Uttar Pradesh,6 - Attempt to commit Rape (Section 376/511 IPC),316,105,15,0,436
Uttar Pradesh,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",17139,7252,1975,34,26400
Uttar Pradesh,7.1 - Kidnapping & Abduction (Section 363 IPC),4134,1379,331,10,5854
Uttar Pradesh,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),514,295,109,0,918
Uttar Pradesh,7.3 - Kidnapping for Ransom (Section 364A IPC),258,132,6,0,396
Uttar Pradesh,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),10803,4745,1375,23,16946
Uttar Pradesh,7.5 - Other Kidnapping,1430,701,154,1,2286
Uttar Pradesh,"8 - Dacoity (Section 395,396-398 IPC)",1139,577,79,3,1798
Uttar Pradesh,8.1 - Dacoity with Murder (Section 396 IPC),102,51,9,1,163
Uttar Pradesh,8.2 - Other Dacoity,1037,526,70,2,1635
Uttar Pradesh,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),269,109,18,1,397
Uttar Pradesh,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",5305,2180,397,4,7886
Uttar Pradesh,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),3503,1770,418,3,5694
Uttar Pradesh,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2601,1342,357,3,4303
Uttar Pradesh,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",902,428,61,0,1391
